StartTime: 2020-01-03 15:57:22.479
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
0x50	16:30:21.554	0.2358	0.0278	0.7876	1.9531	-18.0664	-4.2725	0.8899	-21.7529	32.6019	37.1065 
0x50	16:30:21.587	0.2310	0.0415	0.7910	-2.6245	-29.3579	2.2583	0.7745	-23.1372	32.5909	37.1006 
0x50	16:30:21.634	0.2383	0.0376	0.7622	2.6855	-22.6440	-2.8076	0.9778	-24.2688	32.4207	37.1036 
0x50	16:30:21.683	0.3452	0.0469	0.7998	0.2441	-42.8467	-9.5825	1.0272	-26.0651	32.1075	37.1065 
0x50	16:30:21.746	0.2207	0.0439	0.7017	1.4038	-34.4849	5.0049	0.9888	-27.7899	32.3547	37.1006 
0x50	16:30:21.784	0.2290	0.0381	0.6362	-0.8545	-45.3491	-8.9111	1.4886	-29.9652	31.6681	37.0947 
0x50	16:30:21.830	0.2925	0.0518	0.6772	-4.9438	-27.5269	6.0425	1.0822	-31.3495	31.9812	37.1006 
0x50	16:30:21.879	0.2231	0.0542	0.6025	-0.3052	-26.2451	4.7607	1.0602	-32.9370	32.0361	37.0947 
0x50	16:30:21.928	0.3672	0.0361	0.6221	-6.2866	-15.5640	10.9253	0.3955	-33.7280	32.6733	37.0947 
0x50	16:30:21.998	0.2739	0.0371	0.5908	-0.7935	-17.0898	4.1504	0.3845	-34.7443	32.6569	37.0712 
0x50	16:30:22.026	0.3379	0.0415	0.5850	-1.2207	-22.3999	4.5166	0.1703	-35.8649	32.9205	37.0947 
0x50	16:30:22.074	0.3213	0.0259	0.5630	3.2349	-27.5269	1.4038	0.2856	-37.1722	32.9700	37.0977 
0x50	16:30:22.123	0.3350	0.0342	0.5327	0.9766	-29.8462	1.5259	0.2802	-38.6664	33.0579	37.0947 
0x50	16:30:22.222	0.3384	0.0269	0.4902	3.1738	-41.3818	-1.7090	0.5328	-40.5835	32.9095	37.0977 
0x50	16:30:22.270	0.3652	0.0332	0.4565	-2.3804	-39.1846	3.6621	0.2692	-42.5446	33.1293	37.0947 
0x50	16:30:22.319	0.3594	0.0430	0.4653	0.6104	-23.1934	3.9673	0.2582	-43.8629	33.1238	37.0888 
0x50	16:30:22.385	0.3838	0.0313	0.4229	-0.3052	-27.0386	5.5542	-0.0220	-45.2142	33.5028	37.0947 
0x50	16:30:22.417	0.3794	0.0366	0.4180	2.5635	-18.6768	0.6714	0.0494	-46.3239	33.5248	37.0888 
0x50	16:30:22.465	0.3843	0.0288	0.3901	3.3569	-11.6577	3.1738	0.0494	-46.9061	33.7555	37.0918 
0x50	16:30:22.515	0.3208	0.0386	0.3770	0.0000	-21.0571	2.6245	0.0549	-47.9114	33.7720	37.0830 
0x50	16:30:22.576	0.4204	0.0278	0.3442	2.9297	-20.8740	0.3662	0.1813	-48.9551	33.7939	37.0771 
0x50	16:30:22.612	0.3677	0.0356	0.3462	0.4883	-23.5596	-9.7656	0.7800	-50.2130	33.0634	37.0712 
0x50	16:30:22.646	0.3579	0.0337	0.2988	1.0986	-31.2500	-4.0283	1.1096	-51.7731	32.7063	37.0888 
0x50	16:30:22.694	0.3291	0.0474	0.3115	3.0518	-22.3389	-11.7188	1.8292	-52.9761	31.9043	37.0771 
0x50	16:30:22.770	0.4106	0.0430	0.2720	5.2490	-24.9634	3.1738	1.9336	-54.2285	32.1021	37.0888 
